Id_Cliente,Indicador_Status,Idade,Sexo,n_dependentes,nivel_educacao,estado_civil,renda,categoria_cartao,meses_contrato,n_produtos,limite_credito,total_transacoes
813573333,Existing Customer,60,M,1,High School,Married,Less than $40K,Blue,55,5,2661.0,25
711709683,Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,36,6,3506.0,48
712902483,Existing Customer,35,M,3,High School,Married,$60K - $80K,Blue,24,3,2066.0,43
710893533,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,42,4,8329.0,56
719883858,Existing Customer,58,M,2,Graduate,Married,Less than $40K,Blue,48,4,2774.0,33
719628033,Existing Customer,33,F,1,Post-Graduate,Married,Unknown,Blue,36,5,4134.0,52
712043433,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,36,5,11329.0,33
769095558,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3,9055.0,45
816094233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,32,6,17393.0,38
758417508,Existing Customer,50,F,4,High School,Divorced,Less than $40K,Blue,43,6,5908.0,72
721234308,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,21,6,5825.0,62
717138558,Existing Customer,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,5,3665.0,31
798120858,Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,3797.0,44
709997958,Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue,28,4,3478.0,54
712617408,Existing Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,13734.0,74
720158208,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,23,4,3034.0,49
716548083,Existing Customer,39,M,4,Graduate,Married,Less than $40K,Blue,32,4,2973.0,57
717631008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,31,4,24296.0,48
813964383,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Blue,30,3,8969.0,59
719952408,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,36,3,2550.0,51
771028533,Attrited Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,5,10357.0,25
771823308,Existing Customer,33,F,2,Uneducated,Unknown,Less than $40K,Blue,21,5,1475.0,33
719854008,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,3,5154.0,32
713998233,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,6,3586.0,57
714746358,Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue,28,3,4646.0,35
713574708,Existing Customer,39,M,3,College,Single,$40K - $60K,Blue,28,6,1640.0,66
714753258,Existing Customer,34,M,2,Unknown,Married,$60K - $80K,Blue,36,5,2379.0,50
712004208,Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,56,3,3422.0,59
719621958,Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K,Blue,28,3,4365.0,40
819610908,Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,32938.0,26
823948308,Existing Customer,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44,6,6710.0,37
712064358,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,36,6,2507.0,34
816013383,Attrited Customer,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,3,6184.0,27
758765808,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,29,6,2029.0,40
780881358,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Silver,17,6,16659.0,74
709422183,Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue,46,4,2203.0,45
779951058,Existing Customer,54,F,3,High School,Married,Unknown,Blue,38,4,5122.0,39
809941233,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,48,4,3074.0,38
710844408,Existing Customer,38,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,4,2584.0,28
819002508,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,26,4,2037.0,64
807141183,Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,29,4,14938.0,36
711119358,Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue,31,6,2014.0,52
808273533,Attrited Customer,39,M,2,High School,Single,$60K - $80K,Blue,34,3,1818.0,55
716297658,Existing Customer,37,M,2,Graduate,Single,$80K - $120K,Blue,36,4,14926.0,55
716532258,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,43,4,2827.0,55
720540708,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,42,3,2773.0,25
720904233,Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3,16033.0,31
720863133,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,54,5,3213.0,39
714957108,Existing Customer,33,F,3,High School,Divorced,Less than $40K,Blue,26,5,3616.0,72
790102008,Existing Customer,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,6,5924.0,80
781933983,Existing Customer,47,M,4,Graduate,Married,$40K - $60K,Blue,41,5,14535.0,76
712643358,Existing Customer,59,F,0,High School,Married,Less than $40K,Blue,49,6,2833.0,23
716686158,Existing Customer,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,5,1479.0,32
806894133,Existing Customer,34,F,3,Post-Graduate,Single,Unknown,Blue,29,3,1617.0,55
721344858,Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,13,4,2237.0,36
813230208,Existing Customer,45,M,4,College,Single,$120K +,Blue,40,3,2900.0,64
716835033,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,45,4,13126.0,37
787500333,Existing Customer,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,6,8695.0,58
768582033,Existing Customer,47,M,3,High School,Married,$40K - $60K,Blue,41,6,6692.0,76
713992158,Existing Customer,57,F,4,Unknown,Married,Less than $40K,Blue,36,3,2159.0,30
719916408,Existing Customer,34,M,5,Graduate,Married,$60K - $80K,Blue,27,5,2501.0,34
789433758,Existing Customer,36,M,0,College,Married,$80K - $120K,Blue,27,3,6338.0,39
785011383,Attrited Customer,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,2190.0,38
719283633,Existing Customer,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,4,7578.0,29
710816358,Existing Customer,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,2963.0,48
779653458,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3,8260.0,47
716382708,Attrited Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,3,8309.0,35
710387583,Existing Customer,55,M,0,High School,Married,$80K - $120K,Blue,35,5,3864.0,32
718772133,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6,10230.0,34
711224733,Attrited Customer,32,M,0,High School,Married,$120K +,Blue,27,3,22382.0,10
718360083,Existing Customer,39,M,4,Uneducated,Married,$120K +,Blue,36,6,25790.0,70
716102583,Existing Customer,63,F,1,Graduate,Married,Less than $40K,Blue,53,6,2675.0,56
720673008,Existing Customer,49,F,3,Unknown,Divorced,Less than $40K,Blue,38,3,1652.0,47
708459633,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,26,4,5815.0,42
712868733,Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,52,5,2595.0,27
713790708,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3421.0,39
717648783,Existing Customer,63,M,2,High School,Married,$80K - $120K,Blue,51,4,6922.0,28
714709983,Existing Customer,43,F,2,College,Married,Less than $40K,Blue,36,6,6979.0,44
819409608,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,2594.0,43
717585858,Existing Customer,35,F,4,High School,Single,Unknown,Blue,24,5,16915.0,55
791856033,Attrited Customer,45,M,2,College,Divorced,$80K - $120K,Blue,39,3,34516.0,27
714474483,Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,2523.0,50
716448783,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2,6235.0,34
711065133,Existing Customer,26,M,1,High School,Single,$40K - $60K,Blue,13,6,1473.0,39
713769258,Existing Customer,36,M,3,College,Married,$120K +,Blue,26,3,17116.0,45
712288158,Existing Customer,37,M,2,College,Married,$80K - $120K,Blue,17,5,4631.0,37
714130233,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,19,3,3047.0,37
789127533,Existing Customer,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,32338.0,83
717038733,Existing Customer,56,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2253.0,38
804840033,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,38,4,16611.0,48
709363383,Existing Customer,34,M,2,High School,Single,Unknown,Blue,36,3,22886.0,61
789760233,Existing Customer,29,M,0,Unknown,Divorced,$80K - $120K,Blue,14,6,3544.0,63
712058958,Existing Customer,28,M,0,High School,Single,Less than $40K,Blue,19,3,3480.0,75
708295533,Existing Customer,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3549.0,22
817686633,Existing Customer,26,F,1,College,Single,Less than $40K,Blue,15,5,1438.3,39
713738883,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,36,6,3136.0,34
721310283,Existing Customer,47,M,3,Graduate,Single,$120K +,Blue,36,6,34516.0,32
803132733,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,48,4,6814.0,30
779852133,Existing Customer,48,M,2,Unknown,Married,$120K +,Silver,32,3,34516.0,66
716210283,Existing Customer,36,F,1,High School,Married,Unknown,Blue,36,6,8500.0,37
711615933,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,3,28170.0,28
785311158,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,48,6,6610.0,69
717267108,Existing Customer,37,M,1,College,Single,$60K - $80K,Blue,26,6,15755.0,61
711636558,Existing Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,2711.0,42
717504258,Existing Customer,38,M,2,College,Married,$40K - $60K,Blue,25,4,3735.0,35
718242333,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,36,5,10216.0,69
771844458,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,28,6,20420.0,41
708892833,Attrited Customer,37,M,2,Graduate,Married,$120K +,Blue,30,2,13662.0,22
779465358,Existing Customer,26,F,0,High School,Single,Unknown,Blue,13,4,3038.0,38
720191883,Existing Customer,45,M,3,High School,Single,$60K - $80K,Blue,35,5,7050.0,36
710934033,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,13,6,1775.0,43
714473658,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Blue,30,6,8960.0,26
716569983,Existing Customer,33,M,2,College,Married,$80K - $120K,Blue,36,3,2355.0,27
789833583,Existing Customer,57,F,4,High School,Married,$40K - $60K,Blue,47,5,6803.0,30
818923158,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,50,5,2145.0,31
716596308,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,3919.0,51
716620458,Existing Customer,32,M,1,High School,Single,Less than $40K,Blue,23,3,4500.0,63
710251608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,54,3,2941.0,27
710633808,Existing Customer,26,M,0,Graduate,Single,$60K - $80K,Blue,13,3,7102.0,41
719318583,Attrited Customer,37,M,3,High School,Married,Less than $40K,Blue,26,3,6866.0,13
819202533,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,10378.0,32
827360883,Existing Customer,47,F,3,High School,Married,Unknown,Blue,43,4,13473.0,46
771196083,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,34,6,18178.0,37
809962908,Existing Customer,48,F,2,Graduate,Single,Unknown,Blue,43,5,8171.0,52
788965683,Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,36,6,1438.3,41
817142433,Existing Customer,35,M,3,Graduate,Married,$80K - $120K,Blue,20,5,8082.0,29
716993058,Existing Customer,57,M,3,Unknown,Divorced,$60K - $80K,Blue,48,5,24589.0,78
771040758,Existing Customer,62,F,0,Graduate,Single,Unknown,Silver,49,5,30310.0,91
713309583,Existing Customer,55,F,2,College,Married,Less than $40K,Blue,36,6,2967.0,59
710273658,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,17,5,3092.0,61
771429408,Existing Customer,54,M,1,High School,Married,$80K - $120K,Blue,42,5,1618.0,31
719452308,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,23,5,2498.0,35
818908833,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,41,5,2564.0,45
780998133,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,34,3,10540.0,45
801726933,Existing Customer,34,M,2,Graduate,Married,$120K +,Blue,28,4,13384.0,33
788474658,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,48,5,16208.0,56
708438033,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,27,3,3049.0,48
710562258,Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Blue,33,5,19214.0,47
770764908,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,25,5,3071.0,36
814776033,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Blue,29,3,13395.0,69
715057383,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,31,6,17126.0,79
717970158,Existing Customer,42,M,2,College,Single,$60K - $80K,Blue,36,5,8083.0,84
715168008,Existing Customer,36,M,3,Graduate,Divorced,$40K - $60K,Blue,28,4,8995.0,61
720802833,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,13,3,2404.0,63
789370383,Existing Customer,42,M,1,High School,Married,$40K - $60K,Blue,32,4,2807.0,26
711782733,Existing Customer,55,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3097.0,24
709000008,Existing Customer,45,M,3,Unknown,Single,$80K - $120K,Blue,37,6,10651.0,54
719381733,Existing Customer,61,M,2,High School,Single,$60K - $80K,Blue,47,5,2175.0,64
771169458,Existing Customer,41,M,4,College,Married,$120K +,Blue,28,5,28020.0,36
709974108,Existing Customer,35,F,1,Graduate,Single,Less than $40K,Blue,23,4,2640.0,80
757024233,Existing Customer,34,M,2,Graduate,Single,$120K +,Blue,27,3,31313.0,62
768928833,Existing Customer,37,M,2,High School,Married,$80K - $120K,Blue,31,3,7304.0,63
720504633,Attrited Customer,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,32,6,3254.0,24
812441358,Existing Customer,26,M,1,College,Divorced,$40K - $60K,Blue,21,3,1438.3,89
713287608,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,41,5,3161.0,62
711357858,Attrited Customer,47,F,3,Graduate,Single,Less than $40K,Blue,36,5,7246.0,13
715478733,Existing Customer,56,F,5,Graduate,Married,Less than $40K,Blue,36,5,3088.0,54
780382008,Existing Customer,42,F,4,Unknown,Single,Less than $40K,Silver,32,6,13719.0,63
715749858,Existing Customer,30,M,1,Unknown,Married,$40K - $60K,Blue,18,5,4726.0,31
710951808,Existing Customer,32,M,1,Unknown,Married,Less than $40K,Blue,36,5,6100.0,32
713469333,Existing Customer,40,M,2,High School,Single,$80K - $120K,Blue,28,6,19279.0,56
719243808,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,3,3792.0,39
772202058,Existing Customer,64,M,0,Graduate,Married,Less than $40K,Blue,53,3,2084.0,37
711346383,Existing Customer,33,M,1,High School,Single,$80K - $120K,Blue,28,4,34516.0,70
711405333,Existing Customer,52,M,3,Post-Graduate,Married,$80K - $120K,Blue,43,5,6849.0,43
778407033,Existing Customer,59,F,0,Uneducated,Married,Less than $40K,Blue,39,6,2417.0,50
714862083,Existing Customer,41,F,4,Uneducated,Single,Unknown,Blue,33,6,5802.0,53
711199008,Existing Customer,38,M,2,Unknown,Married,$40K - $60K,Blue,31,3,2919.0,57
709858533,Existing Customer,29,M,2,Graduate,Divorced,Less than $40K,Blue,20,4,2462.0,57
718627458,Existing Customer,43,F,3,Doctorate,Married,Unknown,Blue,38,3,1947.0,52
711816108,Attrited Customer,40,M,3,High School,Single,$80K - $120K,Blue,29,2,18563.0,45
717105258,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,36,3,3992.0,32
715822008,Existing Customer,32,M,1,High School,Married,Less than $40K,Blue,14,4,3568.0,35
714971583,Existing Customer,36,M,2,Graduate,Single,$60K - $80K,Blue,27,3,7776.0,87
713663508,Attrited Customer,58,M,0,High School,Unknown,$40K - $60K,Blue,42,3,1438.3,22
709025583,Existing Customer,53,M,3,High School,Married,$80K - $120K,Blue,36,3,9355.0,38
812809083,Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,32,3,19636.0,58
714073983,Existing Customer,47,M,2,Unknown,Single,$40K - $60K,Blue,36,6,7327.0,46
789297558,Existing Customer,36,M,1,Uneducated,Single,$120K +,Blue,25,6,7049.0,51
710375283,Existing Customer,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4,2033.0,55
712189233,Existing Customer,38,F,1,Graduate,Married,$40K - $60K,Blue,20,5,5153.0,63
713767383,Existing Customer,32,F,0,High School,Married,$40K - $60K,Blue,22,4,2062.0,41
797414733,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,31,3,2005.0,61
712452033,Existing Customer,26,M,1,Unknown,Single,Less than $40K,Blue,13,6,2479.0,44
714151533,Existing Customer,55,F,1,Graduate,Married,$40K - $60K,Blue,46,5,4589.0,33
720440583,Existing Customer,35,M,2,Unknown,Married,$80K - $120K,Blue,36,6,2263.0,47
787494783,Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,46,5,8184.0,49
819966033,Existing Customer,32,M,0,Graduate,Single,Unknown,Blue,27,6,9238.0,68
710297133,Existing Customer,47,M,3,High School,Married,$80K - $120K,Blue,36,6,30210.0,65
793355508,Existing Customer,32,M,0,Graduate,Single,Less than $40K,Blue,26,6,6942.0,71
708580908,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,37,3,14551.0,35
719826333,Existing Customer,34,F,2,Doctorate,Single,Less than $40K,Blue,13,5,1438.3,67
780689733,Existing Customer,65,M,0,Unknown,Single,Unknown,Blue,56,3,11332.0,56
744764433,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,48,5,30967.0,35
714902283,Existing Customer,43,M,0,High School,Married,$80K - $120K,Blue,36,5,7866.0,53
789309558,Existing Customer,31,M,2,College,Married,Less than $40K,Blue,21,6,2718.0,49
713188383,Existing Customer,54,F,1,College,Married,Less than $40K,Blue,36,4,3084.0,22
719506983,Existing Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,42,5,17302.0,30
714804483,Existing Customer,48,M,3,College,Divorced,$40K - $60K,Blue,36,3,12159.0,34
748503708,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,47,6,2797.0,36
803587533,Existing Customer,33,M,1,Uneducated,Single,$60K - $80K,Blue,28,6,2618.0,86
789777408,Attrited Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,15,3,1442.0,26
716811483,Existing Customer,30,F,2,Uneducated,Married,Less than $40K,Blue,24,4,2063.0,43
714118383,Existing Customer,49,F,5,Graduate,Married,Less than $40K,Blue,43,4,8154.0,72
720532908,Existing Customer,36,F,2,Unknown,Divorced,$40K - $60K,Blue,20,4,9735.0,80
765055833,Existing Customer,56,M,4,Unknown,Married,$80K - $120K,Blue,49,3,4310.0,33
715310208,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,11450.0,45
718577958,Attrited Customer,39,M,2,Uneducated,Married,$120K +,Blue,26,2,8906.0,15
789167658,Existing Customer,34,M,3,College,Married,$60K - $80K,Blue,23,5,4245.0,34
789987183,Existing Customer,53,M,2,College,Married,$80K - $120K,Blue,45,4,21953.0,37
717730533,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,1614.0,63
708668283,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,22,5,5140.0,36
772360683,Existing Customer,57,M,1,High School,Married,$120K +,Blue,46,3,31762.0,36
712500933,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40,4,11692.0,56
804867183,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,30,6,16043.0,47
826068183,Existing Customer,36,M,1,Graduate,Married,$80K - $120K,Blue,32,4,15488.0,50
820044333,Existing Customer,39,M,3,College,Divorced,$40K - $60K,Blue,34,3,2503.0,58
714211533,Existing Customer,31,M,0,Graduate,Divorced,Less than $40K,Blue,36,4,3312.0,50
710287533,Existing Customer,31,M,2,Graduate,Single,$40K - $60K,Blue,36,3,6269.0,57
720603558,Existing Customer,36,M,4,Graduate,Single,$60K - $80K,Blue,36,3,20337.0,74
819258408,Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,42,4,2224.0,41
717664008,Attrited Customer,37,M,3,College,Married,$60K - $80K,Blue,19,2,3100.0,12
717437058,Existing Customer,38,M,2,Unknown,Divorced,$60K - $80K,Silver,26,4,26437.0,57
717327783,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,27,4,9959.0,44
712887633,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Blue,36,5,25008.0,43
716129208,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,3,2031.0,36
718037433,Existing Customer,58,M,1,Graduate,Married,$80K - $120K,Blue,49,6,1654.0,60
709839858,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,39,3,4608.0,31
719686458,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3908.0,30
721434483,Existing Customer,54,M,3,Graduate,Married,$80K - $120K,Blue,46,4,2798.0,55
716096358,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,39,5,2551.0,63
718244958,Existing Customer,36,F,2,Graduate,Married,Unknown,Blue,26,5,8621.0,37
711315783,Existing Customer,53,M,3,Graduate,Married,$40K - $60K,Blue,43,6,7451.0,49
821296083,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,30,3,2617.0,47
711562833,Attrited Customer,35,M,4,Graduate,Married,$80K - $120K,Blue,24,6,12634.0,18
716447733,Existing Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,18,5,6407.0,43
719591283,Existing Customer,38,M,2,Uneducated,Married,Less than $40K,Blue,27,6,1438.3,58
789911808,Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue,28,6,2672.0,52
713195808,Existing Customer,37,F,3,High School,Married,Unknown,Blue,36,6,11948.0,51
717866133,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,2677.0,63
716670783,Existing Customer,52,F,3,Doctorate,Single,Unknown,Blue,36,3,24703.0,63
789197508,Existing Customer,54,M,3,High School,Married,$60K - $80K,Blue,43,6,2240.0,36
713108433,Existing Customer,53,M,3,College,Married,$80K - $120K,Blue,40,4,6052.0,37
711403383,Existing Customer,33,F,3,College,Single,Less than $40K,Blue,23,6,2562.0,70
768212583,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,43,4,15377.0,49
720181758,Attrited Customer,37,M,0,Doctorate,Married,$120K +,Blue,22,3,8654.0,18
710632683,Existing Customer,31,M,1,Uneducated,Married,$40K - $60K,Blue,24,5,1438.3,49
711836733,Existing Customer,43,M,3,Graduate,Single,$120K +,Blue,31,3,1438.3,45
771183933,Existing Customer,39,M,1,Uneducated,Married,$80K - $120K,Blue,26,6,16040.0,49
711327558,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,36,3,2801.0,45
788971308,Existing Customer,62,F,1,Uneducated,Married,Less than $40K,Blue,49,5,2658.0,41
718950483,Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Blue,48,3,12423.0,38
714278958,Existing Customer,39,F,2,High School,Married,Unknown,Blue,27,6,9347.0,46
711817158,Existing Customer,30,M,2,College,Divorced,$40K - $60K,Blue,22,3,3143.0,57
765824058,Existing Customer,46,M,4,Doctorate,Married,$80K - $120K,Blue,39,3,5106.0,74
710109633,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,31,6,9871.0,34
713643858,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,43,4,1525.0,47
716399583,Existing Customer,34,M,1,Uneducated,Married,$120K +,Blue,36,6,19630.0,39
714516783,Existing Customer,54,F,0,Graduate,Divorced,Less than $40K,Silver,36,4,12547.0,56
710490708,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,36,4,17686.0,46
780662133,Existing Customer,39,M,2,Uneducated,Married,$60K - $80K,Blue,28,6,3257.0,35
715389708,Existing Customer,36,F,3,Graduate,Married,Less than $40K,Blue,28,4,4824.0,32
789607983,Existing Customer,38,M,3,High School,Married,$40K - $60K,Blue,32,6,8603.0,40
720171033,Existing Customer,45,M,4,Unknown,Married,$60K - $80K,Blue,36,6,11498.0,70
815104608,Existing Customer,28,F,0,Graduate,Divorced,Less than $40K,Blue,23,5,3818.0,87
719660658,Existing Customer,37,F,1,High School,Single,Unknown,Blue,36,6,16594.0,47
714159858,Existing Customer,57,M,0,Graduate,Married,$40K - $60K,Blue,48,4,5387.0,36
714225333,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,2930.0,21
712204308,Existing Customer,33,M,0,Unknown,Single,$40K - $60K,Blue,36,6,10023.0,65
718468158,Existing Customer,38,M,1,Uneducated,Married,$60K - $80K,Blue,25,6,9303.0,37
711575058,Existing Customer,36,M,3,Unknown,Married,$60K - $80K,Blue,36,4,2956.0,31
735417408,Existing Customer,37,M,2,High School,Married,$60K - $80K,Blue,30,4,2218.0,58
717171408,Existing Customer,36,M,1,Unknown,Married,$80K - $120K,Blue,26,6,9959.0,41
814312308,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,5,5335.0,29
711786108,Existing Customer,52,M,1,Graduate,Married,$60K - $80K,Blue,43,3,7187.0,26
712905708,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,39,5,2590.0,40
720050208,Existing Customer,27,F,1,High School,Single,Less than $40K,Blue,19,4,4255.0,57
793952133,Existing Customer,32,F,0,High School,Married,Less than $40K,Blue,26,6,2778.0,33
798140283,Existing Customer,57,M,4,Graduate,Married,$120K +,Blue,51,4,10711.0,29
720427683,Attrited Customer,58,M,2,Uneducated,Single,$120K +,Blue,46,2,16163.0,48
789970233,Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,45,6,2513.0,30
713893308,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,37,4,3291.0,38
718843608,Existing Customer,36,F,2,Post-Graduate,Divorced,Less than $40K,Blue,25,5,8917.0,80
752085108,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,29,3,4955.0,38
789435783,Existing Customer,39,F,1,Graduate,Married,$40K - $60K,Blue,30,6,2909.0,26
711032058,Existing Customer,34,M,3,High School,Single,$80K - $120K,Silver,21,6,34516.0,75
784719708,Existing Customer,54,F,2,Uneducated,Married,$40K - $60K,Blue,43,5,1438.3,41
804663258,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,49,3,14015.0,49
716900433,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,28,6,2540.0,61
720909408,Existing Customer,37,M,2,High School,Divorced,$120K +,Blue,24,4,3497.0,61
712187808,Existing Customer,27,M,0,Uneducated,Married,$40K - $60K,Blue,15,4,3682.0,35
718428033,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,41,6,4430.0,70
714892533,Existing Customer,26,M,0,Unknown,Single,Unknown,Blue,16,5,3877.0,33
714985458,Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,36,3,15124.0,44
716647983,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,53,5,7712.0,34
